,Opening,Title,Studio,Medium
1984,MAY,A Bright Shining Lie,HBO Pictures,Live action
1985,MAY,Thanks of a Grateful Nation,Showtime Networks / NBC / Adelson Entertainment / Tracey Alexander Productions,Live action
1986,JUNE,Beyond Silence,Miramax Films,Live action
1987,JUNE,Mr. Jealousy,Lions Gate Films,Live action
1988,JUNE,A Perfect Murder,Warner Bros. Pictures,Live action
1989,JUNE,The Truman Show,Paramount Pictures,Live action
1990,JUNE,Can't Hardly Wait,Columbia Pictures,Live action
1991,JUNE,Cousin Bette,Fox Searchlight Pictures,Live action
1992,JUNE,Dirty Work,Metro-Goldwyn-Mayer,Live action
1993,JUNE,High Art,October Films / Antidote Films,Live action
1994,JUNE,The Land Girls,PolyGram Filmed Entertainment / Intermedia Films / Channel Four Films / Canal+,Live action
1995,JUNE,The Last Days of Disco,Gramercy Pictures / Castle Rock Entertainment / Westerly Films,Live action
1996,JUNE,Passion in the Desert,Fine Line Features,Live action
1997,JUNE,"Six Days, Seven Nights",Touchstone Pictures / Caravan Pictures / Northern Lights Entertainment / Roger Birnbaum Productions,Live action
1998,JUNE,Dream for an Insomniac,Avalanche Releasing,Live action
1999,JUNE,Hav Plenty,Miramax Films,Live action
2000,JUNE,Henry Fool,Sony Pictures Classics,Live action
2001,JUNE,Mulan,Walt Disney Pictures,Animation
2002,JUNE,The X-Files,20th Century Fox,Live action
2003,JUNE,I Went Down,BBC Films,Live action
2004,JUNE,Buffalo '66,Lions Gate Films / Cinépix Film Properties,Live action
2005,JUNE,Dr. Dolittle,20th Century Fox / Davis Entertainment,Live action
2006,JUNE,Gone with the Wind (re-release),Warner Bros. Pictures,Live action
2007,JUNE,Out of Sight,Universal Pictures / Jersey Films,Live action
2008,JUNE,Picnic at Hanging Rock (re-release),British Empire Films / South Australian Film Corporation / Australian Film Commission / McElroy & McElroy / Picnic Productions,Live action
2009,JUNE,Smoke Signals,Miramax Films / ShadowCatcher Entertainment,Live action
2010,JUNE,When Trumpets Fade,HBO NYC Productions,Live action
2011,JUNE,You Lucky Dog,Buena Vista Television,Live action
2012,JULY,Armageddon,Touchstone Pictures / Jerry Bruckheimer Films / Valhalla Motion Pictures,Live action
2013,JULY,Nights of Cabiria (re-release),Lopert Pictures Corporation,Live action
2014,JULY,Hands on a Hard Body: The Documentary,Ideal Enterprises / Providence Entertainment,Live action
2015,JULY,Lethal Weapon 4,Warner Bros. Pictures / Silver Pictures,Live action
2016,JULY,When I Close My Eyes,Fine Line Features,Live action
2017,JULY,Madeline,TriStar Pictures,Live action
2018,JULY,Pi,Artisan Entertainment / Protozoa Pictures,Live action
2019,JULY,Small Soldiers,DreamWorks / Universal Pictures / Amblin Entertainment,Live action/Animation
2020,JULY,Dennis the Menace Strikes Again,Warner Home Video / Outlaw Productions / Hank Ketcham Enterprises / Warner Bros. Family Entertainment,Live action
2021,JULY,There's Something About Mary,20th Century Fox,Live action
2022,JULY,The Mask of Zorro,TriStar Pictures / Amblin Entertainment,Live action
2023,JULY,Polish Wedding,Fox Searchlight Pictures / Lakeshore Entertainment,Live action
2024,JULY,The Thief,Stratosphere Entertainment / Canal+,Live action
2025,JULY,Lolita,The Samuel Goldwyn Company / Pathé,Live action
2026,JULY,The Saltmen of Tibet,Zeitgeist Films,Live action
2027,JULY,Billy's Hollywood Screen Kiss,Trimark Pictures,Live action
2028,JULY,Disturbing Behavior,Metro-Goldwyn-Mayer / Village Roadshow Pictures / Beacon Pictures,Live action
2029,JULY,"East Palace, West Palace",Fortissimo Films,Live action
2030,JULY,Mafia!,Touchstone Pictures,Live action
2031,JULY,Saving Private Ryan,DreamWorks / Paramount Pictures / Amblin Entertainment / Mutual Film Company,Live action
2032,JULY,Western,New Yorker Films,Live action
2033,JULY,Poodle Springs,HBO Pictures,Live action
2034,JULY,The Negotiator,Warner Bros. Pictures / Regency Enterprises / Mandeville Films,Live action
2035,JULY,The Parent Trap,Walt Disney Pictures,Live action
2036,JULY,BASEketball,Universal Pictures / Zucker Brothers Productions,Live action
2037,JULY,Ever After,20th Century Fox,Live action
2038,JULY,Full Tilt Boogie,Miramax Films,Live action
2039,JULY,The Governess,Sony Pictures Classics,Live action
2040,JULY,Seventh Heaven,Zeitgeist Films,Live action
2041,AUGUST,Halloween H20: 20 Years Later,Miramax Films / Dimension Films,Live action
2042,AUGUST,Snake Eyes,Paramount Pictures / Touchstone Pictures,Live action
2043,AUGUST,Air Bud: Golden Receiver,Dimension Films / Keystone Entertainment,Live action
2044,AUGUST,The Avengers,Warner Bros. Pictures / Jerry Weintraub Productions,Live action
2045,AUGUST,How Stella Got Her Groove Back,20th Century Fox,Live action
2046,AUGUST,Return to Paradise,Universal Pictures / PolyGram Filmed Entertainment,Live action
2047,AUGUST,Slums of Beverly Hills,Fox Searchlight Pictures,Live action
2048,AUGUST,National Lampoon's Men in White,FOX Family Channel / National Lampoon / Saban Entertainment,Live action
2049,AUGUST,Magdalen,ARM/Cinema 25,Live Action
2050,AUGUST,Blade,New Line Cinema / Marvel Enterprises,Live action
2051,AUGUST,Dance with Me,Columbia Pictures / Mandalay Entertainment,Live action
2052,AUGUST,Dead Man on Campus,Paramount Pictures / MTV Productions / Pacific Western Productions,Live action
2053,AUGUST,Devil in the Flesh,Le Monde Entertainment,Live action
2054,AUGUST,Next Stop Wonderland,Miramax Films,Live action
2055,AUGUST,Wrongfully Accused,Warner Bros. Pictures / Morgan Creek Productions,Live action
2056,AUGUST,Your Friends & Neighbors,Gramercy Pictures,Live action
2057,AUGUST,The Rat Pack,HBO Pictures,Live action
2058,AUGUST,Pocahontas II: Journey to a New World,Walt Disney Home Video,Animation
2059,AUGUST,54,Miramax Films,Live action
2060,AUGUST,Why Do Fools Fall in Love,Warner Bros. Pictures,Live action
2061,AUGUST,Brink!,Buena Vista Television / Mandeville Films / Fake-Reel Films,Live action
2062,SEPTEMBER,Knock Off,TriStar Pictures / Film Workshop,Live action
2063,SEPTEMBER,Cube,Trimark Pictures,Live action
2064,SEPTEMBER,Rounders,Miramax Films,Live action
2065,SEPTEMBER,Simon Birch,Hollywood Pictures / Caravan Pictures / Roger Birnbaum Productions,Live action
2066,SEPTEMBER,Touch of Evil (re-release),Universal Pictures,Live action
2067,SEPTEMBER,Without Limits,Warner Bros. Pictures,Live action
2068,SEPTEMBER,Permanent Midnight,Artisan Entertainment,Live action
2069,SEPTEMBER,Chicago Cab,Castle Hill Productions,Live action
2070,SEPTEMBER,One True Thing,Universal Pictures,Live action
2071,SEPTEMBER,A Soldier's Daughter Never Cries,October Films,Live action
2072,SEPTEMBER,Rush Hour,New Line Cinema / Roger Birnbaum Productions,Live action
2073,SEPTEMBER,Addams Family Reunion,Warner Home Video / Saban Entertainment,Live action
2074,SEPTEMBER,Casper Meets Wendy,20th Century Fox Home Entertainment / The Harvey Entertainment Company / Saban Entertainment / Brookwell McNamara Entertainment,Live action
2075,SEPTEMBER,Scooby-Doo on Zombie Island,Warner Home Video,Animation
2076,SEPTEMBER,Shadrach,Columbia Pictures,Live action
2077,SEPTEMBER,Clay Pigeons,Gramercy Pictures / Scott Free Productions,Live action
2078,SEPTEMBER,Monument Ave.,Miramax Films,Live action
2079,SEPTEMBER,Pecker,Fine Line Features,Live action
2080,SEPTEMBER,Ronin,Metro-Goldwyn-Mayer / United Artists,Live action
2081,SEPTEMBER,The Shadow Men,HBO,Live action
2082,SEPTEMBER,Urban Legend,TriStar Pictures / Original Film / Phoenix Pictures,Live action
2083,SEPTEMBER,The Jungle Book: Mowgli's Story,Buena Vista Home Entertainment,Live action
2084,SEPTEMBER,,,
2085,OCTOBER,Antz,DreamWorks / Pacific Data Images,Animation
2086,OCTOBER,The Impostors,Fox Searchlight Pictures,Live action
2087,OCTOBER,A Night at the Roxbury,Paramount Pictures / SNL Studios,Live action
2088,OCTOBER,Strangeland,Artisan Entertainment,Live action
2089,OCTOBER,What Dreams May Come,Universal Pictures / Interscope Communications,Live action
2090,OCTOBER,Sabrina Goes to Rome,ABC / Paramount Domestic Television / Viacom Productions / Hartbreak Films,Live action
2091,OCTOBER,Shot Through the Heart,HBO Pictures,Live action
2092,OCTOBER,Love Is the Devil: Study for a Portrait of Francis Bacon,Strand Releasing,Live action
2093,OCTOBER,Holy Man,Touchstone Pictures / Caravan Pictures / Roger Birnbaum Productions,Live action
2094,OCTOBER,The Mighty,Miramax Films,Live action
2095,OCTOBER,One Tough Cop,Stratosphere Entertainment,Live action
2096,OCTOBER,Rushmore,Touchstone Pictures,Live action
2097,OCTOBER,Earthquake in New York,FOX Family Channel / 20th Television / Saban Entertainment,Live action
2098,OCTOBER,Noah,ABC / Buena Vista Television / Walt Disney Television / Noah Productions Ltd.,Live action
2099,OCTOBER,Butter,HBO Pictures / Artisan Entertainment,Live action
2100,OCTOBER,The Alarmist,Lions Gate Films,Live action
2101,OCTOBER,Beloved,Touchstone Pictures / Harpo Productions,Live action
2102,OCTOBER,Bride of Chucky,Universal Pictures,Live action
2103,OCTOBER,Happiness,Good Machine Releasing,Live action
2104,OCTOBER,Practical Magic,Warner Bros. Pictures / Village Roadshow Pictures,Live action
2105,OCTOBER,Halloweentown,Disney Channel / Singer-White Productions,Live action
2106,OCTOBER,Apt Pupil,TriStar Pictures / Phoenix Pictures,Live action
2107,OCTOBER,The Brave Little Toaster to the Rescue (Canadian theatrical release),Hyperion Pictures / The Kushner-Locke Company,Animation
2108,OCTOBER,Life Is Beautiful,Miramax Films,Live action
2109,OCTOBER,Pleasantville,New Line Cinema,Live action
2110,OCTOBER,Soldier,Warner Bros. Pictures / Morgan Creek Productions / Jerry Weintraub Productions,Live action
2111,OCTOBER,The Lion King II: Simba's Pride,Walt Disney Home Video,Animation
2112,OCTOBER,American History X,New Line Cinema,Live action
2113,OCTOBER,Living Out Loud,New Line Cinema / Jersey Films,Live action
2114,OCTOBER,Vampires,Columbia Pictures / Largo Entertainment / Storm King Productions,Live action
2115,NOVEMBER,The Temptations,NBC / Hallmark Entertainment / de Passe Entertainment,Live action
2116,NOVEMBER,Richie Rich's Christmas Wish,Warner Home Video / Warner Bros. Family Entertainment / Saban Entertainment / The Harvey Entertainment Company,Live action
2117,NOVEMBER,Belly,Artisan Entertainment,Live action
2118,NOVEMBER,"A Cool, Dry Place",20th Century Fox / Fox 2000 Pictures,Live action
2119,NOVEMBER,Elizabeth,Gramercy Pictures / PolyGram Filmed Entertainment / Working Title Films / Film4 Productions,Live action
2120,NOVEMBER,Gods and Monsters,Lions Gate Films / Regent Entertainment / BBC Films,Live action
2121,NOVEMBER,The Siege,20th Century Fox,Live action
2122,NOVEMBER,Velvet Goldmine,Miramax Films,Live action
2123,NOVEMBER,The Waterboy,Touchstone Pictures,Live action
2124,NOVEMBER,The Wizard of Oz (re-release),Warner Bros. Pictures / Metro-Goldwyn-Mayer,Live action
2125,NOVEMBER,A Knight in Camelot,ABC / Buena Vista Television / Walt Disney Television / Rosemont Productions International,Live action
2126,NOVEMBER,Mama Flora's Family,CBS,Live action
2127,NOVEMBER,Billboard Dad,Warner Home Video / Dualstar Entertainment Group / Tapestry Films,Live action
2128,NOVEMBER,Dancing at Lughnasa,Sony Pictures Classics,Live action
2129,NOVEMBER,I Still Know What You Did Last Summer,Columbia Pictures / Mandalay Entertainment,Live action
2130,NOVEMBER,I'll Be Home for Christmas,Walt Disney Pictures / Mandeville Films,Live action
2131,NOVEMBER,Meet Joe Black,Universal Pictures / City Light Films,Live action
2132,NOVEMBER,An All Dogs Christmas Carol,MGM Home Entertainment / Metro-Goldwyn-Mayer Animation / MGM/UA Family Entertainment,Animation
2133,NOVEMBER,Celebrity,Miramax Films,Live action
2134,NOVEMBER,Enemy of the State,Touchstone Pictures / Jerry Bruckheimer Films / Scott Free Productions,Live action
2135,NOVEMBER,The Rugrats Movie,Paramount Pictures / Nickelodeon Movies / Klasky Csupo,Animation
2136,NOVEMBER,Savior,Lions Gate Films,Live action
2137,NOVEMBER,Waking Ned Devine,Fox Searchlight Pictures / Canal+,Live action
2138,NOVEMBER,Winchell,HBO Pictures,Live action
2139,NOVEMBER,A Bug's Life,Walt Disney Pictures / Pixar Animation Studios,Animation
2140,NOVEMBER,Babe: Pig in the City,Universal Pictures / Kennedy Miller Productions,Live action
2141,NOVEMBER,Home Fries,Warner Bros. Pictures,Live action
2142,NOVEMBER,Ringmaster,Artisan Entertainment / The Kushner-Locke Company,Live action
2143,NOVEMBER,Very Bad Things,PolyGram Filmed Entertainment / Interscope Communications,Live action
2144,DECEMBER,"Like Father, Like Santa",FOX Family Channel,Live action
2145,DECEMBER,Little Voice,Miramax Films,Live action
2146,DECEMBER,Psycho,Universal Pictures / Imagine Entertainment,Live action
2147,DECEMBER,Houdini,TNT,Live action
2148,DECEMBER,Jack Frost,Warner Bros. Pictures,Live action
2149,DECEMBER,Shakespeare in Love,Miramax Films / Universal Pictures,Live action
2150,DECEMBER,A Simple Plan,Paramount Pictures / Mutual Film Company / Savoy Pictures,Live action
2151,DECEMBER,Star Trek: Insurrection,Paramount Pictures,Live action
2152,DECEMBER,Still Crazy,Columbia Pictures,Live action
2153,DECEMBER,Murder She Purred: A Mrs. Murphy Mystery,ABC / Buena Vista Television / Walt Disney Television / Ancient Mariner Films,Live action
2154,DECEMBER,The General,Sony Pictures Classics,Live action
2155,DECEMBER,Outside Ozona,TriStar Pictures,Live action
2156,DECEMBER,Playing by Heart,Miramax Films / Hyperion Pictures,Live action
2157,DECEMBER,The Prince of Egypt,DreamWorks,Animation
2158,DECEMBER,You've Got Mail,Warner Bros. Pictures,Live action
2159,DECEMBER,The Secret of NIMH 2: Timmy to the Rescue,MGM Home Entertainment / MGM Animation / MGM Family Entertainment / Wang Film Productions,Animation
2160,DECEMBER,The Theory of Flight,Fine Line Features,Live action
2161,DECEMBER,The Thin Red Line,20th Century Fox / Fox 2000 Pictures / Phoenix Pictures,Live action
2162,DECEMBER,A Civil Action,Touchstone Pictures / Paramount Pictures,Live action
2163,DECEMBER,Down in the Delta,Miramax Films,Live action
2164,DECEMBER,The Faculty,Dimension Films / Los Hooligans Productions,Live action
2165,DECEMBER,Hurlyburly,Fine Line Features,Live action
2166,DECEMBER,Mighty Joe Young,Walt Disney Pictures / RKO Pictures,Live action
2167,DECEMBER,Patch Adams,Universal Pictures / Blue Wolf Productions,Live action
2168,DECEMBER,Stepmom,Columbia Pictures / 1492 Pictures,Live action
2169,DECEMBER,Affliction,Lions Gate Films,Live action
2170,DECEMBER,Another Day in Paradise,Trimark Pictures,Live action
2171,DECEMBER,Hilary and Jackie,October Films,Live action
2172,DECEMBER,The Hi-Lo Country,Gramercy Pictures / PolyGram Filmed Entertainment / Working Title Films,Live action
2173,DECEMBER,,,
2174,JANUARY,Purgatory,TNT,Live action
2175,JANUARY,"Our Friend, Martin","20th Century Fox Home Entertainment / DIC Entertainment, L.P.",Animation
2176,JANUARY,At First Sight,Metro-Goldwyn-Mayer,Live action
2177,JANUARY,In Dreams,DreamWorks,Live action
2178,JANUARY,Varsity Blues,Paramount Pictures / MTV Productions,Live action
2179,JANUARY,Virus,Universal Pictures / Mutual Film Company / Valhalla Motion Pictures / Dark Horse Entertainment,Live action
2180,JANUARY,"Selma, Lord, Selma",ABC / Buena Vista Television / Walt Disney Television,Live action
2181,JANUARY,Gloria,Columbia Pictures / Mandalay Entertainment,Live action
2182,JANUARY,Zenon: Girl of the 21st Century,Buena Vista Television / de Passe Entertainment,Live action
2183,JANUARY,A Saintly Switch,ABC / Buena Vista Television / Walt Disney Television,Live action
2184,JANUARY,The 24 Hour Woman,Artisan Entertainment,Live action
2185,JANUARY,She's All That,Miramax Films,Live action
2186,FEBRUARY,Payback,Paramount Pictures / Warner Bros. Pictures / Icon Entertainment,Live action
2187,FEBRUARY,Simply Irresistible,20th Century Fox / Regency Enterprises,Live action
2188,FEBRUARY,Blast from the Past,New Line Cinema,Live action
2189,FEBRUARY,Message in a Bottle,Warner Bros. Pictures / Bel-Air Entertainment,Live action
2190,FEBRUARY,My Favorite Martian,Walt Disney Pictures,Live action
2191,FEBRUARY,Tango,Sony Pictures Classics,Live action
2192,FEBRUARY,Stephen King's Storm of the Century,ABC,Live action
2193,FEBRUARY,Jawbreaker,TriStar Pictures,Live action
2194,FEBRUARY,October Sky,Universal Pictures,Live action
2195,FEBRUARY,Office Space,20th Century Fox,Live action
2196,FEBRUARY,20 Dates,Phoenician Films,Live action
2197,FEBRUARY,200 Cigarettes,Paramount Pictures / Lakeshore Entertainment / MTV Productions,Live action
2198,FEBRUARY,8mm,Columbia Pictures,Live action
2199,FEBRUARY,The Breaks,Artisan Entertainment,Live action
2200,FEBRUARY,Just the Ticket,United Artists,Live action
2201,FEBRUARY,The Other Sister,Touchstone Pictures,Live action
2202,FEBRUARY,Lansky,HBO Pictures,Live action
2203,FEBRUARY,Alice in Wonderland,NBC / Hallmark Entertainment / Babelsberg International Film Produktion / Sparrowhawk Distribution,Live action
2204,MARCH,Analyze This,Warner Bros. Pictures / Village Roadshow Pictures,Live action
2205,MARCH,Cruel Intentions,Columbia Pictures,Live action
2206,MARCH,"Lock, Stock and Two Smoking Barrels",Summit Entertainment,Live action
2207,MARCH,Baby Geniuses,TriStar Pictures,Live action
2208,MARCH,The Corruptor,New Line Cinema,Live action
2209,MARCH,The Deep End of the Ocean,Columbia Pictures / Mandalay Entertainment,Live action
2210,MARCH,The Rage: Carrie 2,United Artists,Live action
2211,MARCH,Wing Commander,20th Century Fox,Live action
2212,MARCH,Forces of Nature,DreamWorks,Live action
2213,MARCH,The King and I,Warner Bros. Pictures / Morgan Creek Productions,Animation
2214,MARCH,Ravenous,20th Century Fox / Fox 2000 Pictures,Live action
2215,MARCH,True Crime,Warner Bros. Pictures,Live action
2216,MARCH,Earthly Possessions,HBO Pictures,Live action
2217,MARCH,Doug's 1st Movie,Walt Disney Pictures / Jumbo Pictures,Animation
2218,MARCH,EDtv,Universal Pictures / Imagine Entertainment,Live action
2219,MARCH,The Mod Squad,Metro-Goldwyn-Mayer,Live action
2220,MARCH,Balloon Farm,ABC / Buena Vista Television / Walt Disney Television,Live action
2221,MARCH,10 Things I Hate About You,Touchstone Pictures,Live action
2222,MARCH,The Matrix,Warner Bros. Pictures / Village Roadshow Pictures / Silver Pictures,Live action
2223,APRIL,Cookie's Fortune,October Films,Live action
2224,APRIL,The Out-of-Towners,Paramount Pictures,Live action
2225,APRIL,A Walk on the Moon,Miramax Films / Village Roadshow Pictures,Live action
2226,APRIL,Foolish,Artisan Entertainment / No Limit Films,Live action
2227,APRIL,Go,Columbia Pictures,Live action
2228,APRIL,Never Been Kissed,20th Century Fox / Fox 2000 Pictures,Live action
2229,APRIL,Can of Worms,Buena Vista Television,Live action
2230,APRIL,All About My Mother,Sony Pictures Classics,Live action
2231,APRIL,Friends & Lovers,Laguna Entertainment,Live action
2232,APRIL,Goodbye Lover,Warner Bros. Pictures / Regency Enterprises,Live action
2233,APRIL,Hideous Kinky,AMLF,Live action
2234,APRIL,Life,Universal Pictures / Imagine Entertainment,Live action
2235,APRIL,The Winslow Boy,Sony Pictures Classics,Live action
2236,APRIL,The Jack Bull,HBO Pictures,Live action
2237,APRIL,Michael Jordan: An American Hero,FOX Family Channel / Saban Entertainment / Saban International,Live action
2238,APRIL,Election,Paramount Pictures / MTV Productions,Live action
2239,APRIL,Existenz,Dimension Films / Alliance Atlantis / Serendipity Point Films,Live action
2240,APRIL,Lost & Found,Warner Bros. Pictures / Alcon Entertainment,Live action
2241,APRIL,Pushing Tin,20th Century Fox / Fox 2000 Pictures / Regency Enterprises,Live action
2242,APRIL,Entrapment,20th Century Fox / Regency Enterprises,Live action
2243,APRIL,Idle Hands,Columbia Pictures,Live action
2244,MAY,Noah's Ark,NBC / Hallmark Entertainment,Live action
2245,MAY,The Mummy,Universal Pictures / Alphaville Films,Live action
2246,MAY,Trippin',Rogue Pictures / Beacon Communications,Live action
2247,MAY,Endurance,Walt Disney Pictures,Live action
2248,MAY,A Midsummer Night's Dream,Fox Searchlight Pictures / Regency Enterprises,Live action
2249,MAY,Tea with Mussolini,Metro-Goldwyn-Mayer,Live action
2250,MAY,Rocky Marciano,MGM / Winkler Films,Live action
2251,MAY,The Thirteenth Year,Buena Vista Television,Live action
2252,MAY,Atomic Train,NBC Studios / Dennis Hammer Productions,Live action
2253,MAY,Double Platinum,ABC / Norwood Entertainment Group / Storyline Entertainment / Anaid Film Productions / Columbia TriStar Television,Live action
2254,MAY,Joan of Arc,CBS / Alliance Atlantis Communications / CBC,Live action
2255,MAY,Star Wars: Episode I – The Phantom Menace,20th Century Fox / Lucasfilm,Live action
2256,MAY,The Love Letter,DreamWorks,Live action
2257,MAY,A Lesson Before Dying,HBO NYC Productions,Live action
2258,MAY,Cleopatra,ABC / Hallmark Entertainment,Live action
2259,MAY,The Brave Little Toaster to the Rescue,Walt Disney Home Video,Animation
2260,MAY,The Loss of Sexual Innocence,Sony Pictures Classics / Summit Entertainment,Live action
2261,MAY,Notting Hill,Universal Pictures,Live action
2262,MAY,The Thirteenth Floor,Columbia Pictures / Centropolis Entertainment,Live action
2263,MAY,Inherit the Wind,Showtime Networks / MGM Television,Live action
2264,JUNE,Buena Vista Social Club,Artisan Entertainment / FilmFour / Mars Distribution / Senator Film,Live action
2265,JUNE,Instinct,Touchstone Pictures / Spyglass Entertainment,Live action
2266,JUNE,Limbo,Screen Gems,Live action
2267,JUNE,Austin Powers: The Spy Who Shagged Me,New Line Cinema,Live action
2268,JUNE,The Red Violin,Lions Gate Films,Live action
2269,JUNE,Jackie's Back,Lifetime,Live action
2270,JUNE,Tarzan,Walt Disney Pictures,Animation
2271,JUNE,The General's Daughter,Paramount Pictures,Live action
2272,JUNE,An Ideal Husband,Miramax Films,Live action
2273,JUNE,Run Lola Run,Sony Pictures Classics,Live action
2274,JUNE,Pirates of Silicon Valley,TNT / Haft Entertainment / St. Nick Productions,Live action
2275,JUNE,Big Daddy,Columbia Pictures,Live action
2276,JUNE,My Son the Fanatic,Feature Film,Live action
2277,JUNE,Smart House,Buena Vista Television,Live action
2278,JUNE,"South Park: Bigger, Longer & Uncut",Paramount Pictures / Warner Bros. Pictures / Comedy Central Films,Animation
2279,JUNE,Wild Wild West,Warner Bros. Pictures / Peters Entertainment,Live action
2280,JUNE,,,
2281,JULY,Summer of Sam,Touchstone Pictures / 40 Acres and a Mule Filmworks,Live action
2282,JULY,Vendetta,HBO Pictures,Live action
2283,JULY,American Pie,Universal Pictures,Live action
2284,JULY,Arlington Road,Screen Gems / Lakeshore Entertainment,Live action
2285,JULY,Genghis Blues,Roxie Releasing,Live action
2286,JULY,The Blair Witch Project,Artisan Entertainment,Live action
2287,JULY,Muppets from Space,Columbia Pictures / Jim Henson Pictures,Live action/Puppetry
2288,JULY,Eyes Wide Shut,Warner Bros. Pictures,Live action
2289,JULY,Lake Placid,20th Century Fox / Fox 2000 Pictures / Phoenix Pictures,Live action
2290,JULY,The Wood,Paramount Pictures / MTV Productions,Live action
2291,JULY,Drop Dead Gorgeous,New Line Cinema,Live action
2292,JULY,The Haunting,DreamWorks,Live action
2293,JULY,Inspector Gadget,Walt Disney Pictures / Caravan Pictures / DIC Entertainment,Live action
2294,JULY,Trick,Fine Line Features,Live action
2295,JULY,Johnny Tsunami,Buena Vista Television,Live action
2296,JULY,Deep Blue Sea,Warner Bros. Pictures / Village Roadshow Pictures,Live action
2297,JULY,Runaway Bride,Paramount Pictures / Touchstone Pictures / Lakeshore Entertainment,Live action
2298,JULY,Twin Falls Idaho,Sony Pictures Classics,Live action
2299,AUGUST,Dick,Columbia Pictures / Phoenix Pictures,Live action
2300,AUGUST,The Adventures of Sebastian Cole,Paramount Classics,Live action
2301,AUGUST,Illuminata,Artisan Entertainment,Live action
2302,AUGUST,The Iron Giant,Warner Bros. Pictures,Animation
2303,AUGUST,Mystery Men,Universal Pictures,Live action
2304,AUGUST,The Sixth Sense,Hollywood Pictures / Spyglass Entertainment / The Kennedy/Marshall Company,Live action
2305,AUGUST,The Thomas Crown Affair,Metro-Goldwyn-Mayer / Irish DreamTime,Live action
2306,AUGUST,Bowfinger,Universal Pictures / Imagine Entertainment,Live action
2307,AUGUST,Brokedown Palace,20th Century Fox / Fox 2000 Pictures,Live action
2308,AUGUST,Detroit Rock City,New Line Cinema,Live action
2309,AUGUST,Mickey Blue Eyes,Warner Bros. Pictures / Universal Pictures / Castle Rock Entertainment,Live action
2310,AUGUST,Teaching Mrs. Tingle,Dimension Films,Live action
2311,AUGUST,Universal Soldier: The Return,TriStar Pictures,Live Action
2312,AUGUST,Genius,Buena Vista Television,Live action
2313,AUGUST,Introducing Dorothy Dandridge,HBO Pictures,Live action
2314,AUGUST,Au Pair,FOX Family Channel / Saban Entertainment,Live action
2315,AUGUST,In Too Deep,Dimension Films,Live action
2316,AUGUST,The 13th Warrior,Touchstone Pictures,Live action
2317,AUGUST,The Astronaut's Wife,New Line Cinema,Live action
2318,AUGUST,A Dog of Flanders,Warner Bros. Pictures,Live action
2319,AUGUST,Dudley Do-Right,Universal Pictures,Live action
2320,AUGUST,The Muse,October Films,Live action
2321,AUGUST,The Very Thought of You,Miramax Films,Live action
2322,SEPTEM BER,Chill Factor,Warner Bros. Pictures / Morgan Creek Productions,Live action
2323,SEPTEM BER,Outside Providence,Miramax Films,Live action
2324,SEPTEM BER,Best Laid Plans,Fox Searchlight Pictures,Live action
2325,SEPTEM BER,Love Stinks,Baumgarten-Prophet Entertainment,Live action
2326,SEPTEM BER,Stigmata,Metro-Goldwyn-Mayer / FGM Entertainment,Live action
2327,SEPTEM BER,Stir of Echoes,Artisan Entertainment,Live action
2328,SEPTEM BER,Blue Streak,Columbia Pictures,Live action
2329,SEPTEM BER,Breakfast of Champions,Hollywood Pictures / Summit Entertainment,Live action
2330,SEPTEM BER,For Love of the Game,Universal Pictures / Beacon Pictures / Tig Productions,Live action
2331,SEPTEM BER,Double Jeopardy,Paramount Pictures,Live action
2332,SEPTEM BER,Guinevere,Miramax Films / Millennium Films,Live action
2333,SEPTEM BER,Jakob the Liar,Columbia Pictures / Blue Wolf Productions,Live action
2334,SEPTEM BER,The Minus Man,Artisan Entertainment,Live action
2335,SEPTEM BER,Mumford,Touchstone Pictures,Live action
2336,SEPTEM BER,Sabrina Down Under,ABC / Paramount Domestic Television / Viacom Productions / Hartbreak Films,Live action
2337,SEPTEM BER,Alvin and the Chipmunks Meet Frankenstein,"Universal Studios Home Video / Universal Cartoon Studios / Bagdasarian Productions, LLC. / Tama Productions",Animation
2338,OCTOBER,The Adventures of Elmo in Grouchland,Columbia Pictures / Jim Henson Pictures / Children's Television Workshop,Live action/Puppetry
2339,OCTOBER,American Beauty,DreamWorks,Live action
2340,OCTOBER,Drive Me Crazy,20th Century Fox,Live action
2341,OCTOBER,"Mystery, Alaska",Hollywood Pictures,Live action
2342,OCTOBER,Three Kings,Warner Bros. Pictures / Village Roadshow Pictures,Live action
2343,OCTOBER,Animal Farm,TNT / Hallmark Entertainment,Live action
2344,OCTOBER,H.E. Double Hockey Sticks,ABC / Buena Vista Television / Walt Disney Television / Big W Productions,Live action
2345,OCTOBER,Scooby-Doo! and the Witch's Ghost,Warner Home Video,Animation
2346,OCTOBER,The Limey,Artisan Entertainment,Live action
2347,OCTOBER,Random Hearts,Columbia Pictures / Mirage Enterprises / Rastar,Live action
2348,OCTOBER,Superstar,Paramount Pictures / SNL Studios,Live action
2349,OCTOBER,Don't Look Under the Bed,Buena Vista Television,Live action
2350,OCTOBER,Fight Club,20th Century Fox / Fox 2000 Pictures / Regency Enterprises,Live action
2351,OCTOBER,The Omega Code,Gener8Xion Entertainment,Live action
2352,OCTOBER,The Story of Us,Universal Pictures / Warner Bros. Pictures / Castle Rock Entertainment,Live action
